1  1
3341 order 3
3342 gaming 3
3343 lets 3
3344 ambitious 3
3345 pipe 3
3346 ceremony 3
3347 generous 3
3348 sport 3
3349 mountain 3
3350 pith 3
3351 thirty 3
3352 clay 3
3353 tear 3
3354 mistress 3
3355 pluck 3
3356 fellows 3
3357 judgments 3
3358 tenders 3
3359 golden 3
3360 wretch 3
3361 angels 3
3362 prov 3
3363 thither 3
3364 third 3
3365 confession 3
3366 corse 3
3367 fiery 3
3368 finds 3
3369 dew 3
3370 past 3
3371 stage 3
3372 feast 3
3373 occasion 3
3374 delights 3
3375 thick 3
3376 goodly 3
3377 knows 3
3378 bless 3
3379 ourself 3
3380 unseen 3
3381 subject 3
3382 likes 3
3383 dry 3
3384 becomes 3
3385 stick 3
3386 ducats 3
3387 open 3
3388 murderer 3
3389 wont 3
3390 bitter 3
3391 speed 3
3392 chaste 3
3393 loud 3
3394 repent 3
3395 heartily 3
3396 understanding 3
3397 aboard 3
3398 neck 3
3399 historical 3
3400 often 3
3401 gather 3
3402 rises 3
3403 liest 3
3404 lines 3
3405 rich 3
3406 special 3
3407 brave 3
3408 judge 3
3409 francisco 3
3410 shake 3
3411 trial 3
3412 below 3
3413 estate 3
3414 forms 3
3415 ring 3
3416 shoulder 3
3417 waves 3
3418 slow 3
3419 enemy 3
3420 affliction 3
3421 livery 3
3422 remains 3
3423 sovereign 3
3424 ignorance 3
3425 green 3
3426 election 3
3427 complexion 3
3428 counsel 3
3429 suit 3
3430 liege 3
3431 gain 3
3432 wed 3
3433 wanton 3
3434 rage 3
3435 sides 3
3436 stuff 3
3437 fee 3
3438 few 3
3439 otherwise 3
3440 borne 3
3441 indifferent 3
3442 solemn 3
3443 wondrous 3
3444 along 3
3445 win 3
3446 gall 3
3447 uses 3
3448 unfold 3
3449 fix 3
3450 addition 3
3451 former 3
3452 prove 3
3453 actor 3
3454 argal 3
3455 observe 3
3456 armour 3
3457 burst 3
3458 carry 3
3459 content 3
3460 skill 3
3461 justly 3
3462 rash 3
3463 withdraw 3
3464 poland 3
3465 odd 3
3466 delight 3
3467 lo 3
3468 edge 3
3469 feeling 3
3470 ne 3
3471 recover 3
3472 kisses 3
3473 nation 3
3474 tongues 3
3475 closet 3
3476 ta 3
3477 excellence 3
3478 smiling 3
3479 pure 3
3480 venom 3
3481 presence 3
3482 force 3
3483 blow 3
3484 proud 3
3485 creatures 3
3486 purposes 3
3487 hadst 3
3488 masters 3
3489 liberal 3
3490 sworn 3
3491 secrecy 3
3492 twill 3
3493 perform 3
3494 loving 3
3495 messenger 3
3496 suits 3
3497 pit 3
3498 tempt 3
3499 evil 3
3500 chief 3
3501 accident 3
3502 beating 3
3503 crimes 3
3504 hangers 3
3505 hey 3
3506 ways 3
3507 theme 3
3508 suffers 3
3509 touching 3
3510 haply 3
3511 consider 3
3512 gross 3
3513 jephthah 3
3514 process 3
3515 sometime 3
3516 entreat 3
3517 organ 3
3518 soil 3
3519 honourable 3
3520 recorders 3
3521 rouse 3
3522 purse 3
3523 dispatch 3
3524 sometimes 3
3525 count 3
3526 blame 3
3527 outward 3
3528 pious 3
3529 tame 3
3530 rites 3
3531 bend 3
3532 bent 3
3533 importing 3
3534 sort 3
3535 hears 3
3536 sore 3
3537 appears 3
3538 mess 3
3539 mere 3
3540 ignorant 3
3541 doomsday 3
3542 funeral 3
3543 except 3
3544 unless 3
3545 visitation 3
3546 leaves 3
3547 five 3
3548 rapier 3
3549 wisest 3
3550 doors 3
3551 fail 3
3552 steel 3
3553 finger 3
3554 advice 3
3555 winds 3
3556 tricks 3
3557 rat 3
3558 wherefore 3
3559 close 3
3560 saint 3
3561 nine 3
3562 offended 3
3563 red 3
3564 post 3
3565 distemper 3
3566 scope 3
3567 jest 3
3568 faults 3
3569 years 3
3570 odds 3
3571 royal 3
3572 rapiers 3
3573 guilt 3
3574 corruption 3
3575 worth 3
3576 cried 3
3577 vice 3
3578 ordnance 3
3579 rul 3
3580 mouse 3
3581 piteous 3
3582 bold 3
3583 worse 3
3584 book 3
3585 defend 3
3586 fancy 3
3587 jig 3
3588 vouchsafe 3
3589 gent 3
3590 mobled 3
3591 guard 3
3592 labour 3
3593 heels 3
3594 morn 3
3595 patient 3
3596 profit 3
3597 suffer 3
3598 sponge 3
3599 inward 3
3600 admiration 3
3601 beckons 3
3602 parts 3
3603 sin 3
3604 avoid 3
3605 foolish 3
3606 powers 3
3607 married 3
3608 throws 3
3609 proclaim 3
3610 bow 3
3611 boy 3
3612 wheel 3
3613 alack 3
3614 laying 3
3615 hill 3
3616 story 3
3617 clowns 3
3618 stole 3
3619 nights 3
3620 passing 3
3621 children 3
3622 dreadful 3
3623 nonny 3
3624 sirs 3
3625 gods 3
3626 flat 3
3627 hits 3
3628 envenom 3
3629 dozen 3
3630 canst 3
3631 sail 3
3632 cap 3
3633 idle 3
3634 distracted 3
3635 hall 4
3636 warrant 4
3637 ten 4
3638 hang 4
3639 infinite 4
3640 b 4
3641 straight 4
3642 violent 4
3643 lend 4
3644 rose 4
3645 quite 4
3646 lest 4
3647 censure 4
3648 pity 4
3649 cup 4
3650 entertainment 4
3651 desires 4
3652 polack 4
3653 assume 4
3654 start 4
3655 stars 4
3656 flowers 4
3657 lov 4
3658 meant 4
3659 affair 4
3660 trumpets 4
3661 pause 4
3662 ease 4
3663 tend 4
3664 whereto 4
3665 pate 4
3666 possible 4
3667 under 4
3668 wretched 4
3669 habit 4
3670 month 4
3671 ecstasy 4
3672 length 4
3673 priest 4
3674 lock 4
3675 leisure 4
3676 twenty 4
3677 main 4
3678 cries 4
3679 brow 4
3680 above 4
3681 sleeps 4
3682 quality 4
3683 impart 4
3684 fingers 4
3685 worm 4
3686 secret 4
3687 sends 4
3688 soldier 4
3689 gonzago 4
3690 clouds 4
3691 platform 4
3692 stop 4
3693 spring 4
3694 need 4
3695 sleeping 4
3696 gallows 4
3697 dreams 4
3698 trick 4
3699 wittenberg 4
3700 danes 4
3701 didst 4
3702 white 4
3703 seeming 4
3704 lives 4
3705 ladies 4
3706 direct 4
3707 weigh 4
3708 died 4
3709 foot 4
3710 breathe 4
3711 freely 4
3712 methought 4
3713 frame 4
3714 ythee 4
3715 thence 4
3716 kept 4
3717 fort 4
3718 practice 4
3719 four 4
3720 iv 4
3721 remembrance 4
3722 months 4
3723 follows 4
3724 heat 4
3725 fight 4
3726 cousin 4
3727 lands 4
3728 pr 4
3729 closes 4
3730 country 4
3731 wi 4
3732 wide 4
3733 ye 4
3734 puts 4
3735 send 4
3736 assay 4
3737 wild 4
3738 lights 4
3739 wish 4
3740 pay 4
3741 treasure 4
3742 wits 4
3743 pastoral 4
3744 birth 4
3745 instant 4
3746 native 4
3747 violence 4
3748 consequence 4
3749 snow 4
3750 drift 4
3751 giving 4
3752 yea 4
3753 stronger 4
3754 shadow 4
3755 happy 4
3756 grown 4
3757 imports 4
3758 sailors 4
3759 twice 4
3760 encounter 4
3761 glad 4
3762 calls 4
3763 tale 4
3764 modesty 4
3765 talk 4
3766 forget 4
3767 present 4
3768 herein 4
3769 thrift 4
3770 unnatural 4
3771 thrice 4
3772 wonder 4
3773 commend 4
3774 fain 4
3775 imagination 4
3776 iii 4
3777 chamber 4
3778 spade 4
3779 bosom 4
3780 quantity 4
3781 shortly 4
3782 throat 4
3783 fast 4
3784 weeds 4
3785 consent 4
3786 sorry 4
3787 property 4
3788 tender 4
3789 mock 4
3790 favour 4
3791 armed 4
3792 ass 4
3793 hence 4
3794 incestuous 4
3795 born 4
3796 bore 4
3797 bones 4
3798 affection 4
3799 offer 4
3800 strong 4
3801 deep 4
3802 six 4
3803 thinking 4
3804 change 4
3805 sigh 4
3806 cursed 4
3807 angel 4
3808 stands 4
3809 high 4
3810 hecuba 4
3811 discretion 4
3812 cunning 4
3813 horrible 4
3814 draws 4
3815 pleasure 4
3816 lords 4
3817 maker 4
3818 express 4
3819 beggar 4
3820 wear 4
3821 seeing 4
3822 sits 4
3823 lead 4
3824 argument 4
3825 begun 4
3826 person 4
3827 weep 4
3828 ready 4
3829 commandment 4
3830 motion 4
3831 half 5
3832 commission 5
3833 quiet 5
3834 throw 5
3835 making 5
3836 motive 5
3837 hard 5
3838 conceit 5
3839 went 5
3840 save 5
3841 honesty 5
3842 cry 5
3843 dread 5
3844 short 5
3845 whereon 5
3846 gainst 5
3847 keeps 5
3848 ambassadors 5
3849 rather 5
3850 prince 5
3851 warlike 5
3852 twas 5
3853 danger 5
3854 star 5
3855 holds 5
3856 mass 5
3857 themselves 5
3858 prologue 5
3859 base 5
3860 woul 5
3861 eat 5
3862 alexander 5
3863 stir 5
3864 year 5
3865 silence 5
3866 knave 5
3867 told 5
3868 new 5
3869 took 5
3870 shalt 5
3871 countenance 5
3872 presently 5
3873 trumpet 5
3874 next 5
3875 treason 5
3876 certain 5
3877 visit 5
3878 ah 5
3879 sudden 5
3880 image 5
3881 perhaps 5
3882 flourish 5
3883 french 5
3884 disposition 5
3885 perchance 5
3886 brief 5
3887 twelve 5
3888 souls 5
3889 th 5
3890 teach 5
3891 terms 5
3892 course 5
3893 audience 5
3894 humbly 5
3895 methinks 5
3896 writ 5
3897 beneath 5
3898 land 5
3899 liberty 5
3900 found 5
3901 nunnery 5
3902 anything 5
3903 yes 5
3904 colour 5
3905 grows 5
3906 visage 5
3907 hearing 5
3908 deliver 5
3909 dangerous 5
3910 thyself 5
3911 cannon 5
3912 safety 5
3913 priam 5
3914 forgot 5
3915 nephew 5
3916 bestow 5
3917 arras 5
3918 morrow 5
3919 gifts 5
3920 choose 5
3921 blessing 5
3922 brains 5
3923 gentle 5
3924 spirits 5
3925 patience 5
3926 carriages 5
3927 moon 5
3928 flesh 5
3929 kingdom 5
3930 servant 5
3931 france 5
3932 over 5
3933 bound 5
3934 sick 5
3935 hide 5
3936 report 5
3937 morning 5
3938 horse 5
3939 burial 5
3940 sing 5
3941 mortal 5
3942 figure 5
3943 natural 5
3944 player 5
3945 reads 5
3946 fault 5
3947 c 6
3948 laugh 6
3949 others 6
3950 cornelius 6
3951 struck 6
3952 try 6
3953 anon 6
3954 gracious 6
3955 door 6
3956 pass 6
3957 bodies 6
3958 feed 6
3959 wicked 6
3960 mercy 6
3961 sorrow 6
3962 appear 6
3963 beard 6
3964 slain 6
3965 beast 6
3966 toward 6
3967 slave 6
3968 reynaldo 6
3969 desperate 6
3970 wouldst 6
3971 shape 6
3972 fat 6
3973 double 6
3974 damned 6
3975 wit 6
3976 fie 6
3977 whom 6
3978 fly 6
3979 ii 6
3980 knew 6
3981 dream 6
3982 whilst 6
3983 cock 6
3984 cold 6
3985 lies 6
3986 dane 6
3987 damn 6
3988 proof 6
3989 confess 6
3990 dare 6
3991 danish 6
3992 brain 6
3993 foils 6
3994 note 6
3995 prison 6
3996 speaks 6
3997 yours 6
3998 ambition 6
3999 circumstance 6
4000 wisdom 6
4001 laid 6
4002 withal 6
4003 guilty 6
4004 vows 6
4005 choice 6
4006 hit 6
4007 point 6
4008 court 6
4009 hot 6
4010 home 6
4011 health 6
4012 christian 6
4013 round 6
4014 fare 6
4015 soldiers 6
4016 truth 6
4017 read 6
4018 already 6
4019 dumb 6
4020 dull 6
4021 either 6
4022 longer 6
4023 discourse 6
4024 mouth 6
4025 cast 6
4026 vile 6
4027 move 6
4028 bad 6
4029 beauty 6
4030 false 6
4031 bid 6
4032 crown 6
4033 begin 6
4034 brought 6
4035 table 6
4036 buried 6
4037 stood 6
4038 only 6
4039 herself 6
4040 marriage 6
4041 top 7
4042 loves 7
4043 house 7
4044 season 7
4045 water 7
4046 die 7
4047 maid 7
4048 common 7
4049 whole 7
4050 lose 7
4051 seems 7
4052 forth 7
4053 effect 7
4054 rank 7
4055 fool 7
4056 needs 7
4057 piece 7
4058 wholesome 7
4059 sound 7
4060 voltimand 7
4061 sister 7
4062 days 7
4063 list 7
4064 lack 7
4065 understand 7
4066 whether 7
4067 obey 7
4068 gives 7
4069 receive 7
4070 wager 7
4071 desire 7
4072 general 7
4073 march 7
4074 bloody 7
4075 heavy 7
4076 coming 7
4077 adieu 7
4078 ill 7
4079 touch 7
4080 arm 7
4081 dust 7
4082 capt 7
4083 enough 7
4084 beg 7
4085 elsinore 8
4086 woman 8
4087 noise 8
4088 law 8
4089 less 8
4090 times 8
4091 says 8
4092 wherein 8
4093 fashion 8
4094 pale 8
4095 quick 8
4096 particular 8
4097 back 8
4098 letters 8
4099 known 8
4100 hither 8
4101 music 8
4102 shame 8
4103 black 8
4104 wrong 8
4105 looks 8
4106 dies 8
4107 grow 8
4108 charge 8
4109 woe 8
4110 tears 8
4111 wife 8
4112 power 8
4113 wilt 8
4114 service 8
4115 heavens 8
4116 attendants 8
4117 hope 8
4118 conscience 8
4119 lordship 8
4120 fran 8
4121 hour 8
4122 beseech 8
4123 every 8
4124 osric 8
4125 devil 8
4126 shot 8
4127 unto 8
4128 truly 8
4129 joy 8
4130 sea 8
4131 sit 8
4132 break 8
4133 sun 8
4134 p 9
4135 thank 9
4136 lay 9
4137 pardon 9
4138 three 9
4139 shows 9
4140 custom 9
4141 bernardo 9
4142 breath 9
4143 fell 9
4144 lost 9
4145 sure 9
4146 gave 9
4147 draw 9
4148 seal 9
4149 seek 9
4150 get 9
4151 strange 9
4152 judgment 9
4153 arms 9
4154 light 9
4155 soft 9
4156 meet 9
4157 return 9
4158 age 9
4159 came 9
4160 through 9
4161 falls 9
4162 behind 9
4163 sight 9
4164 place 9
4165 lie 10
4166 memory 10
4167 aught 10
4168 husband 10
4169 ears 10
4170 command 10
4171 near 10
4172 swear 10
4173 poison 10
4174 news 10
4175 alone 10
4176 hell 10
4177 ground 10
4178 almost 10
4179 skull 10
4180 walk 10
4181 late 10
4182 given 10
4183 offence 10
4184 mean 10
4185 neither 10
4186 action 10
4187 drown 10
4188 fine 10
4189 pyrrhus 10
4190 excellent 10
4191 takes 10
4192 kill 10
4193 phrase 10
4194 thanks 10
4195 courtier 10
4196 aside 11
4197 thousand 11
4198 each 11
4199 doubt 11
4200 full 11
4201 fellow 11
4202 business 11
4203 right 11
4204 work 11
4205 way 11
4206 far 11
4207 honest 11
4208 peace 11
4209 while 11
4210 second 11
4211 re 11
4212 wind 11
4213 things 11
4214 best 11
4215 face 11
4216 fall 11
4217 uncle 11
4218 alas 11
4219 deed 11
4220 villain 11
4221 2 12
4222 turn 12
4223 same 12
4224 twere 12
4225 revenge 12
4226 further 12
4227 being 12
4228 myself 12
4229 voice 12
4230 hands 12
4231 sleep 12
4232 ere 12
4233 bring 12
4234 fit 12
4235 foul 12
4236 oft 12
4237 seem 12
4238 help 12
4239 purpose 12
4240 awhile 12
4241 marcellus 12
4242 together 12
4243 fire 12
4244 free 12
4245 please 12
4246 any 12
4247 thought 12
4248 name 12
4249 madam 12
4250 kind 12
4251 passion 12
4252 gentlemen 12
4253 e 13
4254 norway 13
4255 sense 13
4256 remember 13
4257 word 13
4258 ourselves 13
4259 form 13
4260 ha 13
4261 none 13
4262 sent 13
4263 gertrude 13
4264 rey 13
4265 air 13
4266 grace 13
4267 duty 13
4268 saw 13
4269 virtue 13
4270 after 14
4271 gone 14
4272 spirit 14
4273 thine 14
4274 dost 14
4275 mind 14
4276 men 14
4277 stay 14
4278 haste 14
4279 ho 14
4280 murder 14
4281 ever 14
4282 has 14
4283 sings 14
4284 heard 14
4285 grief 14
4286 reason 14
4287 yourself 14
4288 bed 14
4289 friend 14
4290 goes 14
4291 room 15
4292 state 15
4293 mark 15
4294 tongue 15
4295 eye 15
4296 en 15
4297 fortinbras 15
4298 live 15
4299 lady 15
4300 last 15
4301 answer 15
4302 something 15
4303 honour 15
4304 therefore 15
4305 castle 15
4306 rest 15
4307 drink 15
4308 gentleman 15
4309 between 15
4310 said 15
4311 better 16
4312 hast 16
4313 question 16
4314 watch 16
4315 speech 16
4316 majesty 16
4317 stand 16
4318 use 16
4319 another 16
4320 brother 16
4321 st 16
4322 youth 16
4323 marry 16
4324 sword 16
4325 bear 16
4326 fortune 16
4327 other 16
4328 daughter 16
4329 long 17
4330 farewell 17
4331 ear 17
4332 end 17
4333 thoughts 17
4334 faith 17
4335 noble 17
4336 young 17
4337 cause 17
4338 welcome 17
4339 body 17
4340 art 17
4341 about 18
4342 many 18
4343 grave 18
4344 keep 18
4345 else 18
4346 find 18
4347 since 18
4348 little 18
4349 makes 18
4350 blood 19
4351 thing 19
4352 believe 19
4353 first 19
4354 act 19
4355 once 19
4356 hand 20
4357 means 20
4358 still 20
4359 old 20
4360 without 20
4361 till 20
4362 friends 20
4363 poor 20
4364 words 20
4365 mad 21
4366 himself 21
4367 off 21
4368 before 21
4369 fair 21
4370 those 21
4371 england 21
4372 ber 21
4373 two 22
4374 players 22
4375 done 22
4376 fear 22
4377 seen 22
4378 follow 22
4379 madness 22
4380 set 22
4381 against 23
4382 er 23
4383 even 23
4384 eyes 23
4385 son 23
4386 day 24
4387 though 24
4388 put 24
4389 comes 24
4390 true 24
4391 itself 24
4392 call 24
4393 show 24
4394 earth 24
4395 scene 24
4396 part 25
4397 osr 25
4398 denmark 26
4399 does 26
4400 away 26
4401 sweet 26
4402 nay 26
4403 great 26
4404 never 26
4405 rosencrantz 26
4406 world 26
4407 matter 27
4408 were 27
4409 doth 27
4410 head 27
4411 leave 28
4412 been 28
4413 hold 28
4414 within 28
4415 both 28
4416 dear 28
4417 cannot 29
4418 nature 29
4419 pray 30
4420 made 30
4421 heart 30
4422 guildenstern 30
4423 indeed 31
4424 nothing 31
4425 ophelia 31
4426 whose 32
4427 down 32
4428 into 32
4429 might 32
4430 hear 32
4431 could 32
4432 mine 33
4433 ghost 33
4434 again 33
4435 dead 33
4436 life 34
4437 god 34
4438 can 34
4439 mar 35
4440 soul 35
4441 guil 35
4442 1 36
4443 take 36
4444 exeunt 36
4445 nor 37
4446 ay 37
4447 polonius 38
4448 up 38
4449 own 38
4450 death 38
4451 exit 39
4452 look 40
4453 thus 42
4454 yet 42
4455 tell 43
4456 who 44
4457 had 44
4458 heaven 45
4459 time 45
4460 laertes 46
4461 mother 46
4462 play 47
4463 clown 47
4464 see 47
4465 night 48
4466 think 48
4467 horatio 48
4468 these 48
4469 much 49
4470 one 50
4471 too 51
4472 than 51
4473 she 51
4474 ros 53
4475 some 54
4476 make 55
4477 when 55
4478 am 55
4479 where 56
4480 say 56
4481 should 56
4482 upon 57
4483 man 57
4484 an 57
4485 out 57
4486 such 58
4487 oph 58
4488 their 58
4489 thee 59
4490 give 60
4491 must 61
4492 why 62
4493 here 62
4494 laer 62
4495 then 63
4496 speak 63
4497 hath 64
4498 which 64
4499 did 66
4500 very 66
4501 love 68
4502 may 71
4503 go 71
4504 us 71
4505 father 71
4506 enter 72
4507 tis 73
4508 sir 75
4509 them 76
4510 well 78
4511 ll 78
4512 know 78
4513 would 80
4514 most 82
4515 like 84
4516 thy 86
4517 was 86
4518 pol 86
4519 at 88
4520 how 90
4521 t 91
4522 her 91
4523 there 95
4524 from 96
4525 more 97
4526 now 99
4527 they 103
4528 let 106
4529 come 106
4530 thou 108
4531 good 109
4532 hor 111
4533 hamlet 114
4534 shall 114
4535 or 116
4536 if 117
4537 by 119
4538 our 119
4539 queen 119
4540 all 121
4541 are 130
4542 on 138
4543 no 143
4544 we 153
4545 o 160
4546 do 160
4547 will 172
4548 have 183
4549 him 197
4550 so 198
4551 king 205
4552 what 218
4553 be 221
4554 lord 223
4555 as 227
4556 he 233
4557 me 236
4558 s 242
4559 your 243
4560 for 254
4561 but 268
4562 with 270
4563 d 288
4564 his 298
4565 this 300
4566 not 314
4567 ham 358
4568 is 361
4569 that 406
4570 it 419
4571 in 450
4572 my 516
4573 a 550
4574 you 556
4575 i 638
4576 of 672
4577 to 772
4578 and 983
4579 the 1150
